times,z,d,h,v,nearest_labels,haptic_messages,buzzer_messages
16.762510299682617,2.451938888888889,2.3652379384248507,13,200,emergency exit,d,nan
16.854092836380005,2.4460052777777777,2.3592470899298745,13,198,emergency exit,nan,nan
16.907158613204956,2.4415330555555554,2.3270426716683086,13,197,emergency exit,nan,nan
17.012654066085815,2.444033888888889,2.3245938356590075,14,194,emergency exit,nan,nan
17.066105365753174,2.4355152777777778,2.3307740930900214,14,193,emergency exit,d,nan
17.15433979034424,2.430775833333333,2.32487862534783,13,192,emergency exit,nan,nan
17.210519552230835,2.436701666666667,2.3456862256452995,14,191,emergency exit,nan,nan
17.31005072593689,2.4253175000000002,2.3515857807883083,13,189,emergency exit,nan,nan
17.362187385559082,2.4321086111111114,2.3198082218738616,14,188,emergency exit,d,nan
17.465570211410522,2.439963888888889,2.3191383296524095,15,184,emergency exit,nan,nan
17.51815700531006,2.4108819444444443,2.3368977163199305,15,183,emergency exit,nan,nan
17.601912021636963,2.4219508333333333,2.3152477263638476,15,181,emergency exit,nan,nan
17.654300689697266,2.4269958333333332,2.3148188422967095,16,180,emergency exit,d,nan
17.76261067390442,2.4067608333333332,2.314169227684776,16,177,emergency exit,nan,nan
17.8160982131958,2.4045466666666666,2.342041487144753,16,177,emergency exit,nan,nan
17.921807527542114,2.4034738888888887,2.3086633612170346,17,173,emergency exit,d,nan
17.976630926132202,2.415754722222222,2.3086633612170346,17,172,emergency exit,nan,nan
18.077465772628784,2.4095044444444444,2.3066116231857716,18,170,emergency exit,nan,nan
18.129809379577637,2.394613333333333,2.3073157413091425,18,169,emergency exit,nan,nan
18.228325366973877,2.4241308333333333,2.308179868051029,18,168,emergency exit,d,nan
18.280604600906372,2.4122675,2.3069600008490885,19,167,emergency exit,nan,nan
18.37648320198059,2.426389166666667,2.3035682763023377,20,164,emergency exit,nan,nan
18.42888307571411,2.4177969444444445,2.3035682763023377,20,164,emergency exit,nan,nan
18.53347134590149,2.424131666666667,2.307622964812208,21,161,emergency exit,d,nan
18.58534336090088,2.433673333333333,2.3005058009358788,21,160,emergency exit,nan,nan
18.676708698272705,2.440988888888889,2.300621534908527,22,158,emergency exit,nan,nan
18.72909641265869,2.420704166666667,2.299745843085901,22,158,emergency exit,nan,nan
18.825474500656128,2.4337530555555555,2.299745843085901,25,157,emergency exit,d,nan
18.878570795059204,2.4449025,2.2998817488988528,25,158,emergency exit,nan,nan
18.98380756378174,2.431951666666667,2.2990359806408494,27,157,emergency exit,nan,nan
19.03604245185852,2.439877777777778,2.3011413713289977,28,157,emergency exit,nan,nan
19.136645793914795,2.3850930555555556,2.299192068139183,29,155,emergency exit,d,nan
19.188379049301147,2.3975388888888887,2.2982100556877367,30,155,emergency exit,nan,nan
19.28376054763794,2.4112758333333333,2.297237695623403,29,153,emergency exit,nan,nan
19.335250854492188,2.421660833333333,2.297237695623403,29,153,emergency exit,nan,nan
19.43938970565796,2.3898275,2.297237695623403,29,152,emergency exit,d,nan
19.491190195083618,2.395449166666667,2.29627501255002,29,152,emergency exit,nan,nan
19.59165596961975,2.4119847222222224,2.294222274520314,28,148,emergency exit,nan,nan
19.646179914474487,2.4117658333333334,2.2956229294623864,28,148,emergency exit,nan,nan
19.749003171920776,2.428137777777778,2.2914504483664837,27,145,emergency exit,d,nan
19.802161931991577,2.4166036111111113,2.291303938001008,26,144,emergency exit,nan,nan
19.89295482635498,2.417606111111111,2.28950463016894,24,140,emergency exit,nan,nan
19.94653868675232,2.391225,2.289368108329862,23,139,emergency exit,d,nan
20.035654544830322,2.3931458333333335,2.2874812534500064,23,137,emergency exit,nan,nan
20.087630033493042,2.404705,2.2874812534500064,22,137,emergency exit,nan,nan
20.203432083129883,2.4081955555555554,2.286499268121099,21,135,emergency exit,d,nan
20.25498628616333,2.406074166666667,2.28564348338414,20,134,emergency exit,nan,nan
20.341991901397705,2.389887777777778,2.2847975167550034,19,132,emergency exit,nan,nan
20.394291877746582,2.395761388888889,2.2846911151236813,18,132,emergency exit,d,nan
20.492148637771606,2.4048830555555556,2.2837586200040523,16,131,emergency exit,nan,nan
20.5444176197052,2.3823874999999997,2.2837586200040523,17,131,emergency exit,nan,nan
20.643130779266357,2.394658611111111,2.2828460280229637,15,128,emergency exit,d,nan
20.69623875617981,2.388395,2.2820294610363976,15,129,emergency exit,nan,nan
20.806801319122314,2.383611388888889,2.28195336812671,14,127,emergency exit,nan,nan
20.859462022781372,2.385494722222222,2.281146625917345,13,127,emergency exit,d,nan
20.954590559005737,2.3783375,2.2802837557555606,12,125,emergency exit,nan,nan
21.00744366645813,2.382471111111111,2.2802837557555606,12,124,emergency exit,nan,nan
21.13669204711914,2.3838630555555556,2.278663728282904,10,122,emergency exit,d,nan
21.20225954055786,2.374773888888889,2.278663728282904,10,121,emergency exit,nan,nan
21.278308391571045,2.3841091666666667,2.277896472419312,9,119,emergency exit,nan,nan
21.33103108406067,2.386090277777778,2.277093381592559,8,118,emergency exit,d,nan
21.421109199523926,2.3875441666666664,2.275608433513995,8,115,emergency exit,nan,nan
21.473777532577515,2.3920305555555554,2.275608433513995,7,115,emergency exit,nan,nan
21.566491842269897,2.403491111111111,2.2741276108522674,7,111,emergency exit,d,nan
21.620411157608032,2.3963786111111114,2.274163243389542,6,111,emergency exit,nan,nan
21.715452432632446,2.3993983333333335,2.2734555817713167,6,109,emergency exit,nan,nan
21.768287897109985,2.396931111111111,2.272757877887952,6,108,emergency exit,d,nan
21.863964557647705,2.4095777777777774,2.271356743846718,7,106,emergency exit,nan,nan
